,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
6196,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
6197,CO[C@@]1(N=C([O-])C(C(=O)O)c2ccc([O-])cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+],0,-1,0,0,0,-1,0,0,0,0,0
6198,CN(C)CCc1c[nH]c2ccccc12,0,0,0,0,0,0,0,-1,-1,0,0
6199,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O,0,-1,0,0,0,-1,0,0,0,0,0
6200,CN=C(O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,0,0,0,0,0,-1,0,0,0,0,0
6201,O=C1CCCCC1CN1CCCCC1,0,0,0,0,0,0,0,-1,-1,0,0
6202,CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C,0,0,0,0,0,0,0,0,1,0,0
6203,COc1cc2c(=NC3CCN(C4CCCCC4)CC3)[nH]c(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1,0,0,0,0,0,-1,0,0,0,0,0
6204,CC1(C)Cc2cccc(N)c2O1,0,0,0,0,0,0,0,-1,-1,0,0
6205,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],0,-1,0,0,0,0,0,0,0,0,0
6206,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,0,0,0,0,-1,0,0,-1,1,0,0
6207,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,-1,0,0,1,0,0,1,0,0,0,0
6208,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0,0,0,0,0,0,0,0,0,0,0
6209,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0,0,0,0,0,-1,0,0,0,0,0
6210,CC(O)=NCc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,1
6211,N=C(O)NC(CCC(=O)O)C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
6212,CN1C(=[NH2+])NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C1=O,0,0,1,0,0,0,0,0,0,0,0
6213,CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,-1
6214,CCCCCc1cccc(=O)o1,0,0,0,0,0,0,0,-1,-1,0,0
6215,CCN(CC)CCNC(=O)c1ccc(N=C(C)O)cc1,0,0,0,0,0,0,0,-1,-1,0,0
6216,CCOC(=O)C(F)(F)F,0,0,0,0,0,0,0,-1,-1,0,0
6217,c1nc(CN2CCNCC2)cs1,0,0,0,0,0,0,0,0,0,0,-1
6218,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,0,0,0,0,0,-1,0,0,0,0,0
6219,CC1(C)COC(CC(=O)O)CN1,0,0,0,0,0,0,0,-1,-1,0,0
6220,CCCCN1C(=O)c2ccccc2C1=O,0,0,0,0,0,0,0,-1,-1,0,0
6221,CC(=O)C1=C(C)N(CC(=O)OC(C)C)C(C)=C(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)[C@@H]1C,0,0,-1,0,0,0,0,0,0,0,0
6222,CN1C(=O)N(C)C2C1N(C)C(=O)N2C,0,0,0,0,0,-1,0,0,0,0,0
6223,CC[C@H](C)[C@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N=C(O)[C@@H](CCCNC(=N)N)N=C(O)[C@@H](N)CC(=O)O)C(C)C)C(O)=N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(O)=N[C@H](Cc1ccccc1)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
6224,COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0,0,0,0,0,0,1,0,0,0,0
6225,C=C(C)C1CNC(C(=O)O)C1CC(=O)O,0,0,0,0,0,0,0,-1,1,0,0
6226,Cc1cc(Cl)ccc1O,0,0,0,0,0,0,0,1,-1,0,0
6227,O=C(O)C=Cc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6228,CO/N=C(/C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(=N)[nH]1,0,0,0,0,0,0,-1,0,0,0,0
6229,CN1CCc2cc3c(cc2C1O)OCO3,0,0,0,0,0,0,0,-1,0,0,0
6230,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,0,0,0,0,0,0,0,0,0,0,0
6231,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0,0,0,0,0,-1,0,0,0,0,0
6232,Clc1ccc2c(c1)Nc1ccccc1S2,0,0,0,0,0,0,0,0,0,0,0
6233,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,-1,0,0,0,0,0,0
6234,CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21,0,0,0,0,0,0,0,-1,1,0,0
6235,C[N+](C)(C)CCCCCC[N+](C)(C)C.O.O.[Br-].[Br-],0,-1,0,0,0,0,0,0,0,0,0
6236,CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1.Cl,0,-1,0,0,0,0,0,0,0,0,0
6237,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0,0,0,0,0,0,0,1,1,0,0
6238,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,0,0,0,0,0,-1,0,0,0,0,0
6239,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,0,0,0,0,0,0,1,0,0,0,0
6240,CC(C)[C@H]([NH3+])C(=O)OCCOCn1cnc2c(O)nc(=N)[nH]c21,0,0,0,0,0,0,0,0,0,-1,0
6241,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-1,0,0,1,1,-1,0,-1,-1,0,0
6242,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
6243,O=C(CCl)N1CCN(Cc2ccc(Cl)s2)CC1,0,0,0,0,0,0,0,0,0,0,1
6244,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,0,0,0,0,0,-1,0,0,0,0,0
6245,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0,-1,0,0,0,0,-1,0,0,-1,0
6246,Cc1ncc(CNc2cncc(F)c2)s1,0,0,0,0,0,0,0,0,0,0,-1
6247,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0,0,0,0,0,0,0,1,-1,0,0
6248,Cc1cnc(C(=O)[N-]CCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1,0,0,0,0,0,0,0,0,0,-1,0
6249,O=C(CBr)c1ccc(O)cc1,0,0,0,0,0,0,0,0,-1,0,0
6250,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-1,0,0,-1,0,0,0,0,0,0,0
6251,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCOCOC3)c2)CCCCC1,0,0,-1,0,0,0,0,0,0,0,0
6252,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,0,0,0,0,1,0,0,0,-1,0,0
6253,C=CCn1c(=O)n(C2OC(CO)C(O)C2O)c2[nH]c(=N)nc(O)c21,0,0,0,0,0,0,0,-1,-1,0,0
6254,CS(=O)(=O)N(c1ccccc1)c1cc(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,0,0,1,0,0,0,0,0,0,0,0
6255,CC(C)Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1[NH3+],0,0,1,0,0,0,0,0,0,0,0
6256,Cc1noc(C)c1C(O)=NCCC1=CCCCC1,0,0,0,0,0,0,0,0,0,0,-1
6257,CC1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,0,0,-1,0,0,0,0,0,0,0,0
6258,CN(C)c1cnccn1,0,0,0,0,0,0,1,0,0,0,0
6259,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,0,0,0,0,0,0,0,-1,1,0,0
6260,Cl.Oc1noc2c1CCNC2,0,0,0,0,0,-1,0,0,0,0,0
6261,COc1ccccc1C=CC=O,0,0,0,0,0,0,0,0,0,0,0
6262,Cl.Cl.NCCc1cc[nH]n1,0,-1,0,0,0,0,0,0,0,0,0
6263,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.Cl,0,0,0,0,0,0,1,0,0,0,0
6264,CN(C)C(=S)SC(=S)N(C)C,0,0,0,0,0,-1,0,0,-1,0,0
6265,[NH3+]CCc1ccc(O)cc1,0,0,1,0,0,0,0,0,0,0,0
6266,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1.Cl,0,0,0,0,0,-1,0,0,0,0,0
6267,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,0,0,0,0,0,0,0,1,-1,0,0
6268,CCc1ccnc2c(N3CCCC3=O)cc(C(O)=N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,0,0,-1,0,0,0,0,0,0,0,0
6269,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0,0,0,0,0,0,0,1,0,0,0
6270,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(=N)O)c(=NC4CC4)[nH]3)cc2)CC1,0,0,0,0,0,-1,0,0,0,0,0
6271,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,-1,0,0,1,0,0,1,0,0,0,0
6272,Cn1c(=O)c2nc[nH]c2n(C)c1=O.Cn1c(=O)c2nc[nH]c2n(C)c1=O.NCCN,-1,-1,0,-1,1,0,-1,0,0,0,0
6273,O=C(c1ccccc1O)c1ccccc1O,0,0,0,0,0,0,0,1,-1,0,0
6274,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1,-1,0,-1,1,-1,0,-1,-1,0,0
6275,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,0,0,0,0,0,-1,0,0,0,0,0
6276,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1[NH3+],0,0,0,0,0,0,0,0,0,-1,0
6277,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc([NH3+])c(OC(F)(F)F)c3)C2O)c1,0,0,-1,0,0,0,0,0,0,0,0
6278,CCCCCCCC/C=C\CCCCCCCC(O)=NCc1ccc(O)c(OC)c1,0,0,0,0,0,-1,0,0,0,0,0
6279,CCC(CC)C(O)=Nc1nccs1,0,0,0,0,0,0,0,0,0,0,-1
6280,COc1ccc(-c2cc3c(C)[nH]c(=N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,0,0,0,0,0,-1,0,0,0,0,0
6281,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,0,0,0,0,0,0,0,-1,-1,0,0
6282,COc1ccc(CN2CCNCC2)c(OC)c1OC,0,0,0,0,0,0,0,-1,-1,0,0
6283,CC(C)C(=N)O,0,0,0,0,0,-1,0,0,0,0,0
6284,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,0,0,0,0,0,0,0,0,-1,0,0
6285,CC(C)=CC(=O)C=C(C)C,0,0,0,0,0,0,0,-1,-1,0,0
6286,O=C(CN=C(O)Nc1ccc2nnsc2c1)N1CCCCC1,0,0,0,0,0,-1,0,0,0,0,0
6287,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2ncc(I)c(O)n2)=N1,0,0,-1,0,0,0,0,0,0,0,0
6288,CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)[O-])[C@@H]1CC2.[Na+],0,-1,0,0,0,0,0,0,0,0,0
6289,CC(C)(C#N)C(C)(C)C#N,0,0,0,0,0,0,0,-1,-1,0,0
6290,Cc1cccc(C)c1N=C(O)CN1CCCC1,0,0,0,0,0,0,0,-1,-1,0,0
6291,C[N+](C)(C)CC(O)CC(=O)O,0,0,0,0,1,-1,0,0,0,0,0
6292,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+],0,0,0,0,0,-1,0,0,0,0,0
6293,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0,0,0,0,0,0,0,-1,-1,0,0
6294,CC(N)Cc1ccc2c(c1)OCO2,0,0,0,0,0,0,0,-1,-1,0,0
6295,C=Cc1ccc(S(=O)(=O)O)cc1,0,0,0,0,0,0,0,0,-1,0,0
6296,COC(CNc1ccc(F)cc1)CC(O)C(COc1cc(F)cc(F)c1)N=C(O)c1cc(C(O)=NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,0,-1,0,0,0,0,0,0,0,0
6297,COc1ccc([C@]2(C34CC5CC(CC(C5)C3)C4)NC(=N)N(C)C2=O)cc1C,0,0,-1,0,0,0,0,0,0,0,0
6298,[NH3+]CCS,0,0,0,0,0,0,0,0,0,-1,0
6299,O=C(NCCN1CCCCC1)c1ccc(I)cc1,0,0,0,0,0,-1,0,0,0,0,0
6300,CCCCCCCCS(=O)(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
6301,CSCC[C@H](N)C(=O)O,-1,0,0,-1,0,-1,0,0,0,0,0
6302,N[C@@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)O,0,0,0,0,0,0,0,0,0,-1,0
6303,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c([NH3+])c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,0,0,1,0,0,0,0,0,0,0,0
6304,CCCN(CCC)CCc1ccc(O)c2c1CC(O)=N2,0,0,0,0,0,0,1,0,0,0,0
6305,CC1CCN(C(c2ccc(F)cc2)c2ccc(C(C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0,0,0,0,0,-1,0,0,0,0,0
6306,c1ccc2cnncc2c1,0,0,0,0,0,0,0,-1,-1,0,0
6307,CCCC[n+]1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6308,CSCC[C@H](N=C(O)[C@H](CC(C)C)N=C(O)CN=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=N)O,0,0,0,0,0,-1,0,0,0,0,0
6309,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,0,-1,0,0,0,0,0,-1,0
6310,NCCCNCCSP(=O)(O)O,-1,-1,0,-1,1,-1,-1,-1,0,-1,0
6311,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,0,0,0,0,0,-1,0,-1,-1,0,0
6312,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,0,0,0,0,0,0,1,0,0,0,0
6313,CC(C)N=C(O)NC(C)C,0,0,0,0,0,0,0,-1,-1,0,0
6314,N=C(O)NNc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6315,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0,0,0,0,0,-1,0,0,0,0,0
6316,COc1ncccc1C12CC1CCN2S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,-1
6317,COS(=O)(=O)c1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0
6318,CCn1c(O)nc2c(N3CCCC3=O)cc(C(O)=NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(OC)c3)cc21,0,0,-1,0,0,0,0,0,0,0,0
6319,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,0,0,0,0,0,0,0,-1,-1,0,0
6320,O=C(O)CCCOc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,-1,0,0
6321,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0,0,0,0,0,0,0,0,0,0,0
6322,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0,0,0,0,-1,0,0,0,1,0,0
6323,CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C,0,0,0,0,0,-1,0,0,0,0,0
6324,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=O)C=C2S(=O)(=O)O)c2ccc([NH+](CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,0,0,0,0,0,0,0,0,-1,0,0
6325,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,0,0,0,0,0,0,0,0,0,0,0
6326,COC[C@@H](N=C(C)O)C(O)=NCc1ccccc1,-1,-1,0,1,1,-1,0,0,0,-1,0
6327,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0,-1,0,0,0,-1,1,-1,-1,0,0
6328,CCN(CC)C(=S)SSC(=S)N(CC)CC,1,-1,0,-1,-1,-1,1,0,0,-1,0
6329,Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)NC(=N)N(C)C2=O)ccc1OC(F)F,0,0,1,0,0,0,0,0,0,0,0
6330,CCC(=O)OCc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
6331,c1ccc2c(c1)CCCC2,0,0,0,0,0,0,0,0,-1,0,0
6332,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,0,-1,0,0,0,0,1,0,0,0,0
6333,NC(C(=O)O)c1cc(O)no1,0,0,0,0,0,-1,0,0,0,0,0
6334,O=P(O)(NCCCl)NCCCl,0,0,0,0,0,-1,0,0,0,0,0
6335,CC(N=C(O)c1cc(C[NH2+]CC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,-1,0,0,0,0,0,0,0,0
6336,Cc1ccc(N)cc1N,0,0,0,0,0,0,0,1,-1,0,0
6337,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,0,0,0,0,0,0,1,0,0,0,0
6338,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0,0,0,0,0,-1,0,0,0,0,0
6339,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,0,0,0,0,0,0,0,0,0,0,0
6340,Cc1nn(Cc2c(C)noc2C)c(=O)s1,0,0,0,0,0,0,0,0,0,0,-1
6341,CC(=O)Oc1ccccc1C(=O)O,-1,-1,0,-1,1,-1,1,-1,-1,1,0
6342,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0,0,0,0,0,0,1,-1,-1,0,0
6343,O=C1OC2(c3ccccc31)c1ccc(O)c(Br)c1Oc1c2ccc(O)c1Br,0,0,0,0,0,0,0,0,0,0,0
6344,CCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,0,0,-1,0,0,0,0,0,0,0,0
6345,CCc1noc(C)c1-c1[nH]c2ccccc2c1C(O)CN(C)C,0,0,0,0,0,-1,0,0,0,0,0
6346,[Li+],0,0,0,0,1,0,0,0,0,0,0
6347,COc1ncc2cc(C(=O)Nc3cc(C(O)=NCc4cccc(Cl)c4)ccc3Cl)c(O)nc2n1,0,0,0,0,0,-1,0,0,0,0,0
6348,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC.Cl,0,0,0,0,0,-1,0,0,0,0,0
6349,CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,0,0,0,0,0,0,0,0,-1,0,0
6350,CN=CNc1ccc(C)cc1C,0,0,0,0,0,0,0,-1,-1,0,0
6351,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0,0,0,0,0,-1,0,0,0,0,0
6352,CCN1C(=O)CN=C2NC=C(c3ccc(-c4nc[nH]n4)nc3C)N=C21,0,0,0,0,0,-1,0,0,0,0,0
6353,O=C1OC(c2ccccc2)(c2ccccc2)[C@@H]2CN(C(O)=NCc3ccc(F)cc3)CCN12,0,0,0,0,0,-1,0,0,0,0,0
6354,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0,0,0,0,0,0,0,0,-1,0,0
6355,CCO[Si](CCCS)(OCC)OCC,0,0,0,0,0,0,0,-1,-1,0,0
6356,N.N.O=C(O)C1(C(=O)O)CCC1.[Pt],0,0,0,0,1,0,0,0,0,1,0
6357,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C.Cl,0,0,0,0,0,-1,0,0,0,0,0
6358,CCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)NC(=N)N(C)C2=O)cc1,0,0,-1,0,0,0,0,0,0,0,0
6359,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,0,-1,0,0,0,-1,0,-1,-1,0,0
6360,O=C1c2ccccc2NC2=CCCCCN12,0,0,0,0,0,-1,0,0,0,0,0
6361,CC1C(O)=NC2=Nc3cccc(Cl)c3CN21,0,0,0,0,0,0,0,-1,-1,0,0
6362,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,-1,-1,0,1,1,-1,-1,0,1,0,0
6363,O=C1CCCCCCCCCCC1,0,0,0,0,0,0,0,-1,-1,0,0
6364,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3.[Cl-],0,0,0,0,0,-1,0,0,0,0,0
6365,CC(=O)N1CCC[C@@H](CO)[C@@H]1C,0,0,0,0,0,0,0,0,0,0,-1
6366,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,0,0,0,0,0,-1,0,0,0,0,0
6367,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0,-1,0,0,0,0,0,1,-1,0,0
6368,O=C1N=C([O-])CN1/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1.[Na+],0,-1,0,0,0,-1,0,0,0,0,0
6369,CCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1[NH3+],0,0,1,0,0,0,0,0,0,0,0
6370,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,0,0,0,0,0,0,0,0,0,-1,0
6371,CC(C)CC(CC(O)=NCc1cccc(F)c1)n1c(=N)[nH]c2cc(Cl)ccc21,0,0,-1,0,0,0,0,0,0,0,0
6372,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,0,0,0,0,0,0,0,0,-1,0,0
6373,CCCCCc1ccc(C)cc1O,0,0,0,0,0,0,0,1,-1,0,0
6374,CCN(CCCOc1ccc2c(N=c3cc(CC(O)=Nc4cccc(F)c4)[nH][nH]3)ncnc2c1)CCOP(=O)(O)O,0,0,0,0,0,-1,0,0,0,0,0
6375,CCCCOC(=O)CCC(C)=O,0,0,0,0,0,0,0,-1,-1,0,0
6376,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,0,0,0,0,0,0,0,-1,0
6377,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,0,0,0,0,0,-1,0,-1,-1,0,0
6378,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,0,0,0,0,0,-1,0,0,0,0,0
6379,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0,0,0,0,0,0,-1,-1,-1,0,0
6380,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,0,0,0,0,0,0,0,-1,-1,0,0
6381,N=C(N)Nc1nc(-c2ccccc2)cs1,0,0,0,0,0,0,1,0,0,0,0
6382,[249Cf].[249Cf].[O-2].[O-2].[O-2],0,0,0,0,-1,0,0,0,0,0,0
6383,CC(C)CC(N=C(O)C(N)CCC(=O)[O-])C(O)=NC(CC(=O)[O-])C(O)=NC(CC(C)C)C(O)CC(C)C(O)=NC(C(O)=NC(CCC(=O)[O-])C(O)=NC(Cc1ccccc1)C(=O)O)C(C)C,0,0,1,0,0,0,0,0,0,0,0
6384,COc1ccc(CCNCc2ccc(OCc3ccc(Cl)nc3)c(OC)c2)cc1OC.Cl,0,0,0,0,0,-1,0,0,0,0,0
6385,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,0,0,0,0,0,0,0,0,-1,0,0
6386,c1cc2c(c(N3CCNCC3)c1)OCCO2,0,0,0,0,0,0,1,-1,-1,0,0
6387,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,0,0,0,0,0,0,1,1,0,0,0
6388,Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-1,-1,0,-1,1,-1,1,0,0,0,0
6389,C#CCN(C)[C@H](C)Cc1ccccc1,-1,0,0,-1,0,0,1,0,0,0,0
6390,CCCCc1cc2ccccc2c(OCCN(C)C)n1,0,0,0,0,0,0,0,0,-1,0,0
6391,OC1CN(C(c2ccccc2)c2ccccc2)C1,0,0,0,0,0,0,0,0,0,0,-1
6392,CCC(C(O)=NC(=N)O)c1ccccc1,0,0,0,0,0,0,1,-1,-1,0,0
6393,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(=N)[nH]ccn23)C1,0,0,0,0,0,0,0,0,0,1,0
